STABREV,STATE,State-County-Code,POVERTY_RATE,YEAR
TN,47,47143,20.6,2010
TN,47,47145,15.2,2010
TN,47,47147,12.7,2010
TN,47,47149,14.4,2010
TN,47,47151,27.0,2010
TN,47,47153,22.0,2010
TN,47,47155,16.5,2010
TN,47,47157,20.4,2010
TN,47,47159,20.3,2010
TN,47,47161,15.3,2010
TN,47,47163,18.0,2010
TN,47,47165,13.3,2010
TN,47,47167,13.6,2010
TN,47,47169,16.9,2010
TN,47,47171,17.3,2010
TN,47,47173,26.4,2010
TN,47,47175,22.1,2010
TN,47,47177,26.4,2010
TN,47,47179,17.8,2010
TN,47,47181,22.1,2010
TN,47,47183,21.6,2010
TN,47,47185,21.0,2010
TN,47,47187,6.4,2010
TN,47,47189,10.0,2010
TX,48,48001,20.9,2010
TX,48,48003,13.5,2010
TX,48,48005,19.0,2010
TX,48,48007,22.3,2010
TX,48,48009,11.1,2010
TX,48,48011,8.8,2010
TX,48,48013,20.4,2010
TX,48,48015,12.5,2010
TX,48,48017,18.8,2010
TX,48,48019,16.5,2010
TX,48,48021,15.5,2010
TX,48,48023,19.3,2010
TX,48,48025,27.3,2010
TX,48,48027,13.2,2010
TX,48,48029,17.0,2010
TX,48,48031,12.7,2010
TX,48,48033,11.9,2010
TX,48,48035,17.5,2010
TX,48,48037,18.7,2010
TX,48,48039,12.1,2010
TX,48,48041,30.8,2010
TX,48,48043,14.7,2010
TX,48,48045,16.4,2010
TX,48,48047,33.0,2010
TX,48,48049,18.8,2010
TX,48,48051,15.2,2010
TX,48,48053,14.6,2010
TX,48,48055,17.3,2010
TX,48,48057,19.4,2010
TX,48,48059,15.4,2010
TX,48,48061,35.8,2010
TX,48,48063,21.3,2010
TX,48,48065,8.4,2010
TX,48,48067,20.4,2010
TX,48,48069,20.2,2010
TX,48,48071,10.6,2010
TX,48,48073,24.7,2010
TX,48,48075,22.8,2010
TX,48,48077,12.5,2010
TX,48,48079,20.5,2010
TX,48,48081,13.2,2010
TX,48,48083,21.1,2010
TX,48,48085,7.7,2010
TX,48,48087,18.9,2010
TX,48,48089,17.3,2010
TX,48,48091,11.9,2010
TX,48,48093,20.7,2010
TX,48,48095,28.4,2010
TX,48,48097,15.1,2010
TX,48,48099,12.4,2010
TX,48,48101,20.4,2010
TX,48,48103,9.9,2010
TX,48,48105,15.8,2010
TX,48,48107,27.1,2010
TX,48,48109,26.2,2010
TX,48,48111,15.1,2010
TX,48,48113,19.0,2010
TX,48,48115,25.7,2010
TX,48,48117,20.6,2010
TX,48,48119,17.7,2010
TX,48,48121,8.1,2010
TX,48,48123,21.3,2010
TX,48,48125,21.4,2010
TX,48,48127,31.0,2010
TX,48,48129,17.0,2010
TX,48,48131,26.9,2010
TX,48,48133,22.4,2010
TX,48,48135,19.6,2010
TX,48,48137,25.3,2010
TX,48,48139,11.5,2010
TX,48,48141,24.6,2010
TX,48,48143,18.5,2010
TX,48,48145,25.3,2010
TX,48,48147,16.2,2010
TX,48,48149,13.0,2010
TX,48,48151,14.6,2010
TX,48,48153,21.0,2010
TX,48,48155,18.2,2010
TX,48,48157,9.0,2010
TX,48,48159,15.9,2010
TX,48,48161,18.1,2010
TX,48,48163,35.3,2010
TX,48,48165,18.8,2010
TX,48,48167,13.0,2010
TX,48,48169,27.4,2010
TX,48,48171,12.1,2010
TX,48,48173,11.2,2010
TX,48,48175,15.5,2010
TX,48,48177,20.8,2010
TX,48,48179,15.4,2010
TX,48,48181,14.9,2010
TX,48,48183,20.5,2010
TX,48,48185,19.7,2010
TX,48,48187,11.4,2010
TX,48,48189,20.3,2010
TX,48,48191,24.1,2010
TX,48,48193,16.2,2010
TX,48,48195,14.3,2010
TX,48,48197,22.9,2010
TX,48,48199,13.0,2010
TX,48,48201,18.7,2010
TX,48,48203,17.3,2010
TX,48,48205,11.9,2010
TX,48,48207,25.5,2010
TX,48,48209,14.4,2010
TX,48,48211,9.2,2010
TX,48,48213,19.3,2010
TX,48,48215,33.4,2010
TX,48,48217,17.1,2010
TX,48,48219,19.1,2010
TX,48,48221,11.9,2010
TX,48,48223,18.0,2010
TX,48,48225,23.7,2010
TX,48,48227,22.9,2010
TX,48,48229,29.5,2010
TX,48,48231,20.0,2010
TX,48,48233,13.4,2010
TX,48,48235,9.6,2010
TX,48,48237,15.5,2010
TX,48,48239,16.2,2010
TX,48,48241,19.5,2010
TX,48,48243,12.1,2010
TX,48,48245,22.6,2010
TX,48,48247,24.8,2010
TX,48,48249,21.6,2010
TX,48,48251,12.8,2010
TX,48,48253,24.3,2010
TX,48,48255,26.3,2010
TX,48,48257,11.9,2010
TX,48,48259,10.0,2010
TX,48,48261,12.5,2010
TX,48,48263,11.2,2010
TX,48,48265,15.6,2010
TX,48,48267,18.6,2010
TX,48,48269,12.5,2010
TX,48,48271,24.7,2010
TX,48,48273,24.6,2010
TX,48,48275,22.3,2010
TX,48,48277,18.4,2010
TX,48,48279,21.6,2010
TX,48,48281,15.3,2010
TX,48,48283,34.4,2010
TX,48,48285,14.5,2010
TX,48,48287,13.1,2010
TX,48,48289,14.4,2010
TX,48,48291,18.8,2010
TX,48,48293,19.0,2010
TX,48,48295,13.3,2010
TX,48,48297,18.6,2010
TX,48,48299,15.8,2010
TX,48,48301,14.5,2010
TX,48,48303,20.8,2010
TX,48,48305,19.7,2010
TX,48,48307,22.2,2010
TX,48,48309,21.3,2010
TX,48,48311,11.9,2010
TX,48,48313,23.3,2010
TX,48,48315,23.7,2010
TX,48,48317,16.2,2010
TX,48,48319,16.2,2010
TX,48,48321,19.9,2010
TX,48,48323,39.9,2010
TX,48,48325,17.5,2010
TX,48,48327,24.0,2010
TX,48,48329,14.4,2010
TX,48,48331,19.8,2010
TX,48,48333,17.2,2010
TX,48,48335,23.3,2010
TX,48,48337,16.1,2010
TX,48,48339,11.5,2010
TX,48,48341,15.0,2010
TX,48,48343,19.2,2010
TX,48,48345,16.7,2010
TX,48,48347,25.5,2010
TX,48,48349,21.5,2010
TX,48,48351,23.3,2010
TX,48,48353,20.1,2010
TX,48,48355,20.0,2010
TX,48,48357,12.7,2010
TX,48,48359,13.4,2010
TX,48,48361,15.1,2010
TX,48,48363,16.8,2010
TX,48,48365,13.8,2010
TX,48,48367,12.0,2010
TX,48,48369,14.9,2010
TX,48,48371,22.1,2010
TX,48,48373,19.6,2010
TX,48,48375,24.5,2010
TX,48,48377,23.6,2010
TX,48,48379,16.7,2010
TX,48,48381,8.7,2010
TX,48,48383,11.7,2010
TX,48,48385,24.1,2010
TX,48,48387,19.2,2010
TX,48,48389,32.2,2010
TX,48,48391,17.8,2010
TX,48,48393,6.9,2010
TX,48,48395,21.6,2010
TX,48,48397,6.4,2010
TX,48,48399,23.1,2010
TX,48,48401,15.3,2010
TX,48,48403,18.5,2010
TX,48,48405,21.2,2010
TX,48,48407,19.1,2010
TX,48,48409,21.1,2010
TX,48,48411,21.0,2010
TX,48,48413,17.5,2010
TX,48,48415,17.4,2010
TX,48,48417,13.5,2010
TX,48,48419,21.9,2010
TX,48,48421,12.5,2010
TX,48,48423,15.0,2010
TX,48,48425,10.7,2010
TX,48,48427,39.2,2010
TX,48,48429,20.0,2010
TX,48,48431,12.4,2010
TX,48,48433,17.2,2010
TX,48,48435,13.4,2010
TX,48,48437,20.9,2010
TX,48,48439,14.4,2010
TX,48,48441,17.9,2010
TX,48,48443,15.2,2010
TX,48,48445,21.9,2010
TX,48,48447,14.7,2010
TX,48,48449,20.7,2010
TX,48,48451,19.2,2010
TX,48,48453,18.8,2010
TX,48,48455,18.2,2010
TX,48,48457,19.9,2010
TX,48,48459,16.3,2010
TX,48,48461,15.7,2010
TX,48,48463,26.4,2010
TX,48,48465,26.8,2010
TX,48,48467,16.8,2010
TX,48,48469,18.2,2010
TX,48,48471,25.9,2010
TX,48,48473,20.4,2010
TX,48,48475,20.1,2010
TX,48,48477,14.8,2010
TX,48,48479,31.5,2010
TX,48,48481,19.1,2010
TX,48,48483,13.6,2010
TX,48,48485,17.1,2010
TX,48,48487,17.1,2010
TX,48,48489,36.9,2010
TX,48,48491,7.9,2010
TX,48,48493,12.1,2010
TX,48,48495,16.4,2010
TX,48,48497,12.5,2010
TX,48,48499,18.3,2010
TX,48,48501,14.8,2010
TX,48,48503,17.6,2010
TX,48,48505,32.3,2010
TX,48,48507,36.9,2010
UT,49,49001,13.4,2010
UT,49,49003,9.4,2010
UT,49,49005,15.8,2010
UT,49,49007,15.1,2010
UT,49,49009,6.3,2010
UT,49,49011,8.0,2010
UT,49,49013,12.5,2010
UT,49,49015,11.6,2010
UT,49,49017,11.2,2010
UT,49,49019,14.9,2010
UT,49,49021,20.9,2010
UT,49,49023,12.2,2010
UT,49,49025,12.8,2010
UT,49,49027,13.9,2010
UT,49,49029,5.4,2010
UT,49,49031,20.1,2010
UT,49,49033,11.2,2010
UT,49,49035,13.7,2010
UT,49,49037,25.2,2010
UT,49,49039,18.4,2010
UT,49,49041,14.7,2010
UT,49,49043,7.6,2010
UT,49,49045,9.0,2010
UT,49,49047,14.3,2010
UT,49,49049,14.7,2010
UT,49,49051,7.9,2010
UT,49,49053,14.7,2010
UT,49,49055,15.1,2010
UT,49,49057,13.7,2010
VT,50,50001,12.0,2010
VT,50,50003,13.8,2010
VT,50,50005,16.1,2010
VT,50,50007,11.8,2010
VT,50,50009,17.2,2010
VT,50,50011,11.9,2010
VT,50,50013,8.1,2010
VT,50,50015,13.3,2010
VT,50,50017,12.5,2010
VT,50,50019,17.0,2010
VT,50,50021,13.2,2010
VT,50,50023,10.8,2010
VT,50,50025,12.8,2010
VT,50,50027,10.2,2010
VA,51,51001,20.5,2010
VA,51,51003,9.1,2010
VA,51,51005,13.1,2010
VA,51,51007,11.4,2010
VA,51,51009,13.6,2010
VA,51,51011,14.1,2010
VA,51,51013,7.2,2010
VA,51,51015,9.5,2010
VA,51,51017,11.2,2010
VA,51,51019,9.8,2010
VA,51,51021,15.0,2010
VA,51,51023,6.5,2010
VA,51,51025,20.5,2010
VA,51,51027,24.8,2010
VA,51,51029,20.5,2010
VA,51,51031,14.3,2010
VA,51,51033,11.2,2010
VA,51,51035,17.6,2010
VA,51,51036,11.9,2010
VA,51,51037,18.6,2010
VA,51,51041,6.9,2010
VA,51,51043,8.3,2010
VA,51,51045,11.6,2010
VA,51,51047,10.5,2010
VA,51,51049,17.2,2010
VA,51,51051,23.0,2010
VA,51,51053,11.9,2010
VA,51,51057,14.1,2010
VA,51,51059,5.9,2010
VA,51,51061,7.5,2010
VA,51,51063,13.6,2010
VA,51,51065,7.3,2010
VA,51,51067,14.4,2010
VA,51,51069,7.4,2010
VA,51,51071,13.4,2010
VA,51,51073,9.9,2010
VA,51,51075,7.7,2010
VA,51,51077,17.1,2010
VA,51,51079,9.7,2010
VA,51,51081,23.9,2010
VA,51,51083,19.3,2010
VA,51,51085,5.3,2010
VA,51,51087,9.8,2010
VA,51,51089,17.7,2010
VA,51,51091,14.4,2010
VA,51,51093,8.8,2010
VA,51,51095,7.7,2010
VA,51,51097,12.8,2010
VA,51,51099,6.9,2010
VA,51,51101,7.7,2010
VA,51,51103,13.9,2010
VA,51,51105,25.5,2010
VA,51,51107,3.7,2010
VA,51,51109,9.9,2010
VA,51,51111,20.5,2010
VA,51,51113,11.7,2010
VA,51,51115,10.2,2010
VA,51,51117,20.2,2010
VA,51,51119,13.6,2010
VA,51,51121,20.5,2010
VA,51,51125,13.1,2010
VA,51,51127,5.8,2010
VA,51,51131,18.7,2010
VA,51,51133,14.4,2010
VA,51,51135,20.8,2010
VA,51,51137,10.7,2010
VA,51,51139,15.7,2010
VA,51,51141,18.7,2010
VA,51,51143,15.9,2010
VA,51,51145,7.1,2010
VA,51,51147,22.8,2010
VA,51,51149,9.7,2010
VA,51,51153,6.1,2010
VA,51,51155,15.8,2010
VA,51,51157,9.8,2010
VA,51,51159,18.5,2010
VA,51,51161,7.0,2010
VA,51,51163,12.2,2010
VA,51,51165,10.8,2010
VA,51,51167,18.1,2010
VA,51,51169,18.9,2010
VA,51,51171,11.7,2010
VA,51,51173,18.7,2010
VA,51,51175,16.4,2010
VA,51,51177,7.9,2010
VA,51,51179,5.2,2010
VA,51,51181,12.3,2010
VA,51,51183,22.5,2010
VA,51,51185,18.5,2010
VA,51,51187,10.3,2010
VA,51,51191,14.1,2010
VA,51,51193,14.7,2010
VA,51,51195,22.2,2010
VA,51,51197,15.8,2010
VA,51,51199,5.3,2010
VA,51,51510,9.3,2010
VA,51,51515,17.4,2010
VA,51,51520,21.5,2010
VA,51,51530,15.5,2010
VA,51,51540,20.2,2010
VA,51,51550,8.0,2010
VA,51,51570,9.4,2010
VA,51,51580,15.9,2010
VA,51,51590,26.6,2010
VA,51,51595,22.8,2010
VA,51,51600,7.1,2010
VA,51,51610,3.1,2010
VA,51,51620,21.6,2010
VA,51,51630,19.8,2010
VA,51,51640,22.3,2010
VA,51,51650,13.1,2010
VA,51,51660,30.1,2010
VA,51,51670,17.3,2010
VA,51,51678,21.4,2010
VA,51,51680,22.8,2010
VA,51,51683,11.7,2010
VA,51,51685,8.6,2010
VA,51,51690,24.0,2010
VA,51,51700,15.1,2010
VA,51,51710,19.0,2010
VA,51,51720,19.5,2010
VA,51,51730,25.2,2010
VA,51,51735,5.4,2010
VA,51,51740,18.3,2010
VA,51,51750,25.6,2010
VA,51,51760,25.3,2010
VA,51,51770,22.4,2010
VA,51,51775,9.7,2010
VA,51,51790,15.2,2010
VA,51,51800,11.9,2010
VA,51,51810,8.0,2010
VA,51,51820,17.5,2010
VA,51,51830,18.5,2010
VA,51,51840,19.3,2010
WA,53,53001,20.4,2010
WA,53,53003,15.8,2010
WA,53,53005,12.8,2010
WA,53,53007,14.2,2010
WA,53,53009,15.5,2010
WA,53,53011,12.7,2010
WA,53,53013,14.6,2010
WA,53,53015,20.6,2010
WA,53,53017,14.2,2010
WA,53,53019,21.0,2010
WA,53,53021,18.8,2010
WA,53,53023,13.9,2010
WA,53,53025,21.7,2010
WA,53,53027,17.9,2010
WA,53,53029,9.7,2010
WA,53,53031,12.0,2010
WA,53,53033,12.2,2010
WA,53,53035,11.3,2010
WA,53,53037,20.9,2010
WA,53,53039,17.4,2010
WA,53,53041,16.5,2010
WA,53,53043,11.7,2010
WA,53,53045,16.0,2010
WA,53,53047,22.0,2010
WA,53,53049,17.9,2010
WA,53,53051,18.9,2010
WA,53,53053,12.3,2010
WA,53,53055,11.8,2010
WA,53,53057,13.0,2010
WA,53,53059,13.8,2010
WA,53,53061,10.0,2010
WA,53,53063,14.7,2010
WA,53,53065,17.4,2010
WA,53,53067,10.7,2010
WA,53,53069,13.8,2010
WA,53,53071,15.7,2010
WA,53,53073,14.4,2010
WA,53,53075,24.4,2010
WA,53,53077,23.9,2010
WV,54,54001,17.6,2010
WV,54,54003,12.7,2010
WV,54,54005,18.9,2010
WV,54,54007,23.6,2010
WV,54,54009,14.7,2010
WV,54,54011,23.3,2010
WV,54,54013,24.2,2010
WV,54,54015,26.0,2010
WV,54,54017,20.6,2010
WV,54,54019,22.6,2010
WV,54,54021,29.1,2010
WV,54,54023,17.6,2010
WV,54,54025,20.8,2010
WV,54,54027,18.4,2010
WV,54,54029,13.6,2010
WV,54,54031,16.3,2010
WV,54,54033,17.3,2010
WV,54,54035,20.2,2010
WV,54,54037,11.1,2010
WV,54,54039,14.8,2010
WV,54,54041,19.2,2010
WV,54,54043,24.2,2010
WV,54,54045,22.3,2010
WV,54,54047,33.6,2010
WV,54,54049,16.8,2010
WV,54,54051,17.0,2010
WV,54,54053,18.4,2010
WV,54,54055,21.6,2010
WV,54,54057,16.7,2010
WV,54,54059,23.7,2010
WV,54,54061,22.2,2010
WV,54,54063,17.9,2010
WV,54,54065,13.5,2010
WV,54,54067,18.6,2010
WV,54,54069,16.6,2010
WV,54,54071,15.3,2010
WV,54,54073,15.1,2010
WV,54,54075,19.9,2010
WV,54,54077,15.8,2010
WV,54,54079,10.4,2010
WV,54,54081,18.0,2010
WV,54,54083,18.7,2010
WV,54,54085,19.9,2010
WV,54,54087,23.2,2010
WV,54,54089,23.0,2010
WV,54,54091,20.3,2010
WV,54,54093,19.2,2010
WV,54,54095,16.2,2010
WV,54,54097,21.9,2010
WV,54,54099,20.2,2010
WV,54,54101,26.5,2010
WV,54,54103,18.3,2010
WV,54,54105,22.1,2010
WV,54,54107,15.5,2010
WV,54,54109,20.0,2010
WI,55,55001,14.9,2010
WI,55,55003,18.9,2010
WI,55,55005,13.6,2010
WI,55,55007,14.8,2010
WI,55,55009,10.3,2010
WI,55,55011,12.0,2010
WI,55,55013,15.3,2010
WI,55,55015,5.4,2010
WI,55,55017,12.3,2010
WI,55,55019,14.8,2010
WI,55,55021,9.5,2010
WI,55,55023,14.3,2010
WI,55,55025,12.3,2010
WI,55,55027,9.2,2010
WI,55,55029,11.2,2010
WI,55,55031,14.2,2010
WI,55,55033,15.2,2010
WI,55,55035,16.7,2010
WI,55,55037,13.6,2010
WI,55,55039,11.6,2010
WI,55,55041,16.9,2010
WI,55,55043,16.0,2010
WI,55,55045,10.0,2010
WI,55,55047,13.1,2010
WI,55,55049,9.2,2010
WI,55,55051,17.5,2010
WI,55,55053,18.2,2010
WI,55,55055,10.9,2010
WI,55,55057,15.5,2010
WI,55,55059,13.2,2010
WI,55,55061,10.0,2010
WI,55,55063,12.9,2010
WI,55,55065,11.9,2010
WI,55,55067,13.5,2010
WI,55,55069,11.4,2010
WI,55,55071,11.5,2010
WI,55,55073,11.9,2010
WI,55,55075,14.5,2010
WI,55,55077,11.9,2010
WI,55,55078,29.8,2010
WI,55,55079,21.9,2010
WI,55,55081,15.4,2010
WI,55,55083,12.5,2010
WI,55,55085,11.4,2010
WI,55,55087,9.1,2010
WI,55,55089,5.7,2010
WI,55,55091,12.3,2010
WI,55,55093,10.8,2010
WI,55,55095,12.5,2010
WI,55,55097,11.6,2010
WI,55,55099,13.6,2010
WI,55,55101,14.5,2010
WI,55,55103,14.8,2010
WI,55,55105,14.0,2010
WI,55,55107,19.6,2010
WI,55,55109,6.8,2010
WI,55,55111,11.4,2010
WI,55,55113,18.0,2010
WI,55,55115,13.6,2010
WI,55,55117,9.9,2010
WI,55,55119,13.8,2010
WI,55,55121,13.6,2010
WI,55,55123,14.7,2010
WI,55,55125,14.4,2010
WI,55,55127,12.8,2010
WI,55,55129,14.5,2010
WI,55,55131,6.3,2010
WI,55,55133,6.1,2010
WI,55,55135,11.2,2010
WI,55,55137,14.6,2010
WI,55,55139,12.0,2010
WI,55,55141,11.7,2010
WY,56,56001,20.7,2010
WY,56,56003,13.0,2010
WY,56,56005,6.8,2010
WY,56,56007,12.4,2010
WY,56,56009,10.4,2010
WY,56,56011,8.2,2010
WY,56,56013,13.8,2010
WY,56,56015,17.0,2010
WY,56,56017,11.7,2010
WY,56,56019,9.8,2010
WY,56,56021,12.0,2010
WY,56,56023,9.4,2010
WY,56,56025,10.3,2010
WY,56,56027,14.8,2010
WY,56,56029,12.0,2010
WY,56,56031,12.0,2010
WY,56,56033,10.2,2010
WY,56,56035,6.0,2010
WY,56,56037,9.1,2010
WY,56,56039,9.0,2010
WY,56,56041,11.2,2010
WY,56,56043,12.1,2010
WY,56,56045,9.9,2010
AL,01,01001,14.9,2011
AL,01,01003,13.4,2011
AL,01,01005,29.5,2011
AL,01,01007,22.2,2011
AL,01,01009,14.9,2011
AL,01,01011,32.8,2011
AL,01,01013,24.1,2011
AL,01,01015,20.9,2011
AL,01,01017,23.7,2011
AL,01,01019,23.8,2011
AL,01,01021,18.3,2011
AL,01,01023,27.3,2011
AL,01,01025,26.3,2011
AL,01,01027,18.7,2011
AL,01,01029,17.2,2011
AL,01,01031,16.9,2011
AL,01,01033,18.7,2011
AL,01,01035,27.9,2011
AL,01,01037,25.5,2011
AL,01,01039,24.2,2011
AL,01,01041,18.2,2011
AL,01,01043,18.2,2011
AL,01,01045,18.8,2011
AL,01,01047,35.7,2011
AL,01,01049,20.3,2011
AL,01,01051,13.8,2011
AL,01,01053,25.5,2011
AL,01,01055,21.0,2011
AL,01,01057,22.5,2011
AL,01,01059,19.9,2011
AL,01,01061,24.4,2011
AL,01,01063,35.1,2011
AL,01,01065,28.5,2011
AL,01,01067,18.7,2011
AL,01,01069,17.5,2011
AL,01,01071,17.9,2011
AL,01,01073,18.7,2011
AL,01,01075,22.1,2011
AL,01,01077,16.4,2011
AL,01,01079,18.0,2011
AL,01,01081,21.4,2011
AL,01,01083,13.9,2011
AL,01,01085,27.1,2011
AL,01,01087,30.9,2011
AL,01,01089,13.8,2011
AL,01,01091,24.6,2011
AL,01,01093,25.6,2011
AL,01,01095,19.1,2011
AL,01,01097,19.7,2011
AL,01,01099,28.7,2011
AL,01,01101,23.2,2011
AL,01,01103,16.8,2011
AL,01,01105,33.0,2011
AL,01,01107,26.5,2011
AL,01,01109,25.6,2011
AL,01,01111,22.1,2011
AL,01,01113,20.1,2011
AL,01,01115,17.3,2011
AL,01,01117,8.1,2011
AL,01,01119,39.1,2011
AL,01,01121,26.2,2011
AL,01,01123,18.8,2011
AL,01,01125,20.2,2011
AL,01,01127,22.1,2011
AL,01,01129,18.9,2011
AL,01,01131,39.9,2011
AL,01,01133,19.8,2011
AK,02,02013,17.8,2011
AK,02,02016,10.1,2011
AK,02,02020,8.5,2011
AK,02,02050,23.5,2011
AK,02,02060,9.1,2011
AK,02,02068,5.8,2011
AK,02,02070,21.3,2011
AK,02,02090,9.5,2011
AK,02,02100,11.2,2011
AK,02,02105,18.5,2011
AK,02,02110,7.5,2011
AK,02,02122,10.6,2011
AK,02,02130,11.6,2011
AK,02,02150,9.6,2011
AK,02,02164,16.4,2011
AK,02,02170,11.6,2011
AK,02,02180,26.4,2011
AK,02,02185,11.5,2011
AK,02,02188,23.9,2011
AK,02,02195,10.6,2011
AK,02,02198,17.1,2011
AK,02,02220,8.4,2011
AK,02,02230,4.6,2011
AK,02,02240,13.9,2011
AK,02,02261,9.3,2011
AK,02,02270,33.6,2011
AK,02,02275,12.3,2011
AK,02,02282,12.8,2011
AK,02,02290,22.1,2011
AZ,04,04001,36.5,2011
AZ,04,04003,19.6,2011
AZ,04,04005,21.6,2011
AZ,04,04007,25.7,2011
AZ,04,04009,26.0,2011
AZ,04,04011,13.9,2011
AZ,04,04012,24.2,2011
AZ,04,04013,17.4,2011
AZ,04,04015,21.7,2011
AZ,04,04017,32.4,2011
AZ,04,04019,20.4,2011
AZ,04,04021,17.4,2011
AZ,04,04023,26.2,2011
AZ,04,04025,18.4,2011
AZ,04,04027,22.3,2011
AR,05,05001,18.5,2011
AR,05,05003,19.8,2011
AR,05,05005,16.8,2011
AR,05,05007,12.1,2011
AR,05,05009,16.9,2011
AR,05,05011,24.4,2011
AR,05,05013,16.5,2011
AR,05,05015,18.7,2011
AR,05,05017,33.4,2011
AR,05,05019,23.1,2011
AR,05,05021,20.1,2011
AR,05,05023,16.2,2011
AR,05,05025,16.7,2011
AR,05,05027,26.4,2011
AR,05,05029,23.0,2011
AR,05,05031,20.6,2011
AR,05,05033,18.0,2011
AR,05,05035,26.6,2011
AR,05,05037,19.2,2011
AR,05,05039,21.5,2011
AR,05,05041,27.6,2011
AR,05,05043,22.6,2011
AR,05,05045,14.7,2011
AR,05,05047,20.9,2011
AR,05,05049,21.4,2011
AR,05,05051,20.9,2011
AR,05,05053,11.5,2011
AR,05,05055,17.4,2011
AR,05,05057,24.7,2011
AR,05,05059,20.3,2011
AR,05,05061,20.9,2011
AR,05,05063,21.4,2011
AR,05,05065,20.5,2011
AR,05,05067,23.9,2011
AR,05,05069,24.3,2011
AR,05,05071,20.8,2011
AR,05,05073,24.2,2011
AR,05,05075,23.0,2011
AR,05,05077,35.2,2011
AR,05,05079,25.4,2011
AR,05,05081,17.6,2011
AR,05,05083,20.0,2011
AR,05,05085,13.7,2011
AR,05,05087,22.6,2011
AR,05,05089,20.5,2011
AR,05,05091,21.5,2011
AR,05,05093,25.4,2011
AR,05,05095,31.6,2011
AR,05,05097,21.9,2011
AR,05,05099,23.5,2011
AR,05,05101,21.3,2011
AR,05,05103,24.1,2011
AR,05,05105,16.4,2011
AR,05,05107,34.0,2011
AR,05,05109,20.5,2011
AR,05,05111,25.0,2011
AR,05,05113,22.1,2011
AR,05,05115,22.1,2011
AR,05,05117,21.7,2011
AR,05,05119,16.6,2011
AR,05,05121,23.4,2011
AR,05,05123,32.9,2011
AR,05,05125,10.0,2011
AR,05,05127,22.3,2011
AR,05,05129,28.6,2011
AR,05,05131,21.2,2011
AR,05,05133,21.7,2011
AR,05,05135,24.5,2011
AR,05,05137,22.9,2011
AR,05,05139,21.5,2011
AR,05,05141,22.1,2011
AR,05,05143,20.1,2011
AR,05,05145,18.0,2011
AR,05,05147,27.3,2011
AR,05,05149,19.5,2011
CA,06,06001,13.2,2011
CA,06,06003,17.4,2011
CA,06,06005,14.0,2011
CA,06,06007,22.6,2011
CA,06,06009,12.5,2011
CA,06,06011,13.2,2011
CA,06,06013,11.9,2011
CA,06,06015,25.4,2011
CA,06,06017,10.3,2011
CA,06,06019,25.8,2011
CA,06,06021,19.2,2011
CA,06,06023,21.1,2011
CA,06,06025,26.0,2011
CA,06,06027,12.7,2011
CA,06,06029,24.6,2011
CA,06,06031,21.2,2011
CA,06,06033,23.0,2011
CA,06,06035,19.3,2011
CA,06,06037,18.4,2011
CA,06,06039,23.6,2011
CA,06,06041,9.4,2011
CA,06,06043,15.7,2011
CA,06,06045,20.2,2011
CA,06,06047,26.8,2011
CA,06,06049,21.5,2011
CA,06,06051,10.8,2011
CA,06,06053,17.1,2011
CA,06,06055,12.0,2011
CA,06,06057,12.1,2011
CA,06,06059,13.0,2011
CA,06,06061,8.5,2011
CA,06,06063,14.8,2011
CA,06,06065,16.9,2011
CA,06,06067,17.7,2011
CA,06,06069,12.4,2011
CA,06,06071,19.4,2011
CA,06,06073,15.2,2011
CA,06,06075,13.8,2011
CA,06,06077,18.2,2011
CA,06,06079,15.1,2011
CA,06,06081,7.9,2011
CA,06,06083,15.4,2011
CA,06,06085,10.7,2011
CA,06,06087,14.9,2011
CA,06,06089,19.4,2011
CA,06,06091,13.6,2011
CA,06,06093,24.4,2011
CA,06,06095,13.6,2011
CA,06,06097,12.2,2011
CA,06,06099,23.3,2011
CA,06,06101,15.8,2011
CA,06,06103,19.5,2011
CA,06,06105,21.4,2011
CA,06,06107,25.6,2011
CA,06,06109,16.6,2011
CA,06,06111,11.5,2011
CA,06,06113,21.3,2011
CA,06,06115,19.6,2011
CO,08,08001,16.1,2011
CO,08,08003,22.7,2011
CO,08,08005,12.0,2011
CO,08,08007,14.9,2011
CO,08,08009,20.5,2011
CO,08,08011,32.4,2011
CO,08,08013,13.8,2011
CO,08,08014,6.5,2011
CO,08,08015,12.9,2011
CO,08,08017,12.9,2011
CO,08,08019,8.9,2011
CO,08,08021,19.8,2011
CO,08,08023,26.0,2011
CO,08,08025,48.1,2011
CO,08,08027,15.6,2011
CO,08,08029,16.6,2011
CO,08,08031,18.7,2011
CO,08,08033,13.3,2011
CO,08,08035,4.3,2011
CO,08,08037,9.8,2011
CO,08,08039,7.9,2011
CO,08,08041,13.2,2011
CO,08,08043,18.0,2011
CO,08,08045,10.7,2011
CO,08,08047,7.8,2011
CO,08,08049,10.4,2011
CO,08,08051,17.9,2011
CO,08,08053,10.7,2011
CO,08,08055,22.0,2011
CO,08,08057,16.1,2011
CO,08,08059,9.0,2011
CO,08,08061,12.6,2011
CO,08,08063,16.2,2011
CO,08,08065,16.4,2011
CO,08,08067,11.1,2011
CO,08,08069,13.8,2011
CO,08,08071,19.5,2011
CO,08,08073,17.7,2011
CO,08,08075,18.0,2011
CO,08,08077,12.2,2011
CO,08,08079,11.2,2011
CO,08,08081,11.9,2011
